term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1905477,positive regulation of protein localization to membrane,5/76,127/18866,0.000161002,0.002640086,0.002112068,YWHAQ/KIF5B/YWHAB/YWHAE/YWHAG,5
GO:0046902,regulation of mitochondrial membrane permeability,4/76,77/18866,0.000263374,0.003976681,0.003181345,YWHAQ/YWHAB/YWHAE/YWHAG,4
GO:0007006,mitochondrial membrane organization,5/76,142/18866,0.000270777,0.004048386,0.003238709,YWHAQ/HSP90AA1/YWHAB/YWHAE/YWHAG,5
GO:0090559,regulation of membrane permeability,4/76,88/18866,0.000438918,0.00607704,0.004861632,YWHAQ/YWHAB/YWHAE/YWHAG,4
GO:0006839,mitochondrial transport,6/76,271/18866,0.000783531,0.010201266,0.008161013,YWHAQ/HSP90AA1/PARL/YWHAB/YWHAE/YWHAG,6
GO:1905475,regulation of protein localization to membrane,5/76,195/18866,0.001143119,0.013307298,0.010645838,YWHAQ/KIF5B/YWHAB/YWHAE/YWHAG,5
GO:2001233,regulation of apoptotic signaling pathway,7/76,413/18866,0.001366274,0.015098313,0.01207865,YWHAQ/CTNNB1/HTT/PARL/YWHAB/YWHAE/YWHAG,7
GO:0090150,establishment of protein localization to membrane,6/76,342/18866,0.002558809,0.025175381,0.020140305,YWHAQ/HSP90AA1/PARD3/YWHAB/YWHAE/YWHAG,6
GO:2001235,positive regulation of apoptotic signaling pathway,4/76,183/18866,0.006386473,0.052931364,0.042345091,YWHAQ/YWHAB/YWHAE/YWHAG,4
GO:0048857,neural nucleus development,2/76,62/18866,0.025916938,0.155513843,0.124411074,YWHAQ/YWHAE,2
