term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0009408,response to heat,2-Jan,166/18866,0.017520837,0.032054772,0.001100278,HSPA8,1
GO:0035967,cellular response to topologically incorrect protein,2-Jan,166/18866,0.017520837,0.032054772,0.001100278,HSPA8,1
GO:0099173,postsynapse organization,2-Jan,173/18866,0.018256265,0.032054772,0.001100278,HSPA8,1
GO:0007269,neurotransmitter secretion,2-Jan,175/18866,0.018466336,0.032054772,0.001100278,HSPA8,1
GO:0099643,signal release from synapse,2-Jan,175/18866,0.018466336,0.032054772,0.001100278,HSPA8,1
GO:0043488,regulation of mRNA stability,2-Jan,186/18866,0.019621329,0.032080833,0.001101173,HSPA8,1
GO:0099111,microtubule-based transport,2-Jan,190/18866,0.020041157,0.032080833,0.001101173,HSPA8,1
GO:0043487,regulation of RNA stability,2-Jan,195/18866,0.020565817,0.032080833,0.001101173,HSPA8,1
GO:0017038,protein import,2-Jan,200/18866,0.021090336,0.032080833,0.001101173,HSPA8,1
GO:0030705,cytoskeleton-dependent intracellular transport,2-Jan,200/18866,0.021090336,0.032080833,0.001101173,HSPA8,1
GO:0035966,response to topologically incorrect protein,2-Jan,205/18866,0.021614714,0.032080833,0.001101173,HSPA8,1
GO:0061013,regulation of mRNA catabolic process,2-Jan,208/18866,0.021929274,0.032080833,0.001101173,HSPA8,1
GO:0050792,regulation of viral process,2-Jan,217/18866,0.022872649,0.032080833,0.001101173,HSPA8,1
GO:0031669,cellular response to nutrient levels,2-Jan,221/18866,0.023291781,0.032080833,0.001101173,HSPA8,1
GO:0043624,cellular protein complex disassembly,2-Jan,224/18866,0.023606071,0.032080833,0.001101173,HSPA8,1
GO:0006836,neurotransmitter transport,2-Jan,229/18866,0.024129775,0.032080833,0.001101173,HSPA8,1
GO:0050807,regulation of synapse organization,2-Jan,229/18866,0.024129775,0.032080833,0.001101173,HSPA8,1
GO:0043903,regulation of symbiotic process,2-Jan,231/18866,0.024339217,0.032080833,0.001101173,HSPA8,1
GO:0009266,response to temperature stimulus,2-Jan,233/18866,0.024548637,0.032080833,0.001101173,HSPA8,1
GO:0001505,regulation of neurotransmitter levels,2-Jan,235/18866,0.024758034,0.032080833,0.001101173,HSPA8,1
GO:0050803,regulation of synapse structure or activity,2-Jan,240/18866,0.025281429,0.032304049,0.001108835,HSPA8,1
GO:0031668,cellular response to extracellular stimulus,2-Jan,253/18866,0.026641599,0.033575714,0.001152484,HSPA8,1
GO:0071496,cellular response to external stimulus,2-Jan,326/18866,0.034261835,0.041434072,0.001422222,HSPA8,1
GO:0019058,viral life cycle,2-Jan,341/18866,0.035823928,0.042082657,0.001444485,HSPA8,1
GO:1903311,regulation of mRNA metabolic process,2-Jan,344/18866,0.036136195,0.042082657,0.001444485,HSPA8,1
GO:1902903,regulation of supramolecular fiber organization,2-Jan,373/18866,0.039152167,0.044823189,0.001538553,HSPA8,1
GO:0006402,mRNA catabolic process,2-Jan,376/18866,0.039463895,0.044823189,0.001538553,HSPA8,1
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",2-Jan,390/18866,0.040917954,0.045156004,0.001549977,HSPA8,1
GO:0000375,"RNA splicing, via transesterification reactions",2-Jan,393/18866,0.041229395,0.045156004,0.001549977,HSPA8,1
GO:0006401,RNA catabolic process,2-Jan,415/18866,0.043511749,0.04709507,0.001616536,HSPA8,1
GO:0050808,synapse organization,2-Jan,433/18866,0.045377107,0.048542951,0.001666234,HSPA8,1
GO:0006605,protein targeting,2-Jan,444/18866,0.046516151,0.049171568,0.001687811,HSPA8,1
GO:0031667,response to nutrient levels,2-Jan,473/18866,0.049515827,0.0511849,0.001756919,HSPA8,1
GO:0043312,neutrophil degranulation,2-Jan,487/18866,0.050962255,0.051272061,0.001759911,HSPA8,1
GO:0002283,neutrophil activation involved in immune response,2-Jan,490/18866,0.051272061,0.051272061,0.001759911,HSPA8,1
GO:0023023,MHC protein complex binding,2-Jan,25/18352,0.002722717,0.01249659,,HSPA8,1
GO:0051787,misfolded protein binding,2-Jan,27/18352,0.002940374,0.01249659,,HSPA8,1
GO:0072341,modified amino acid binding,2-Jan,90/18352,0.009784411,0.026053328,,HSPA8,1
GO:0044389,ubiquitin-like protein ligase binding,2-Jan,316/18352,0.034142097,0.04063571,,HSPA8,1
GO:0060090,molecular adaptor activity,2-Jan,316/18352,0.034142097,0.04063571,,HSPA8,1
GO:0005543,phospholipid binding,2-Jan,454/18352,0.04886622,0.04886622,,HSPA8,1
GO:0097470,ribbon synapse,2-Jan,11/19559,0.001124514,0.014310903,,HSPA8,1
GO:0060198,clathrin-sculpted vesicle,2-Jan,12/19559,0.001226712,0.014310903,,HSPA8,1
GO:0099522,region of cytosol,2-Jan,25/19559,0.002554799,0.014598854,,HSPA8,1
GO:0098576,lumenal side of membrane,2-Jan,36/19559,0.003677876,0.01838938,,HSPA8,1
GO:0048770,pigment granule,2-Jan,105/19559,0.010708199,0.029442831,,HSPA8,1
GO:0030665,clathrin-coated vesicle membrane,2-Jan,118/19559,0.012029966,0.029442831,,HSPA8,1
GO:0101002,ficolin-1-rich granule,2-Jan,124/19559,0.012639714,0.029442831,,HSPA8,1
GO:0043679,axon terminus,2-Jan,130/19559,0.013249274,0.029442831,,HSPA8,1
GO:0044306,neuron projection terminus,2-Jan,149/19559,0.015178306,0.030356611,,HSPA8,1
GO:0005775,vacuolar lumen,2-Jan,173/19559,0.01761228,0.032393098,,HSPA8,1
GO:0030662,coated vesicle membrane,2-Jan,183/19559,0.018625547,0.032393098,,HSPA8,1
GO:0030136,clathrin-coated vesicle,2-Jan,194/19559,0.019739536,0.032393098,,HSPA8,1
GO:0045211,postsynaptic membrane,2-Jan,280/19559,0.028427104,0.041573956,,HSPA8,1
GO:0030135,coated vesicle,2-Jan,298/19559,0.030240538,0.041573956,,HSPA8,1
GO:0150034,distal axon,2-Jan,309/19559,0.031347914,0.041573956,,HSPA8,1
GO:0060205,cytoplasmic vesicle lumen,2-Jan,326/19559,0.033058069,0.041573956,,HSPA8,1
GO:0031983,vesicle lumen,2-Jan,328/19559,0.033259165,0.041573956,,HSPA8,1
GO:0099572,postsynaptic specialization,2-Jan,361/19559,0.036574219,0.042198762,,HSPA8,1
GO:0098852,lytic vacuole membrane,2-Jan,375/19559,0.037978885,0.042198762,,HSPA8,1
GO:0097060,synaptic membrane,2-Jan,387/19559,0.03918207,0.042358994,,HSPA8,1
GO:0030055,cell-substrate junction,2-Jan,423/19559,0.042787105,0.043187247,,HSPA8,1
GO:0005774,vacuolar membrane,2-Jan,427/19559,0.043187247,0.043187247,,HSPA8,1
