ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0000922,spindle pole,6/93,165/19559,0.000136861,0.001713498,0.001100649,AURKA/CDK5RAP2/CKAP5/CTNNB1/HAUS8/HSF1,6
GO:0035371,microtubule plus-end,3/93,23/19559,0.00017202,0.00207086,0.001330198,CDK5RAP2/CKAP5/CLASP1,3
GO:0101031,chaperone complex,3/93,25/19559,0.00022187,0.002572043,0.001652128,HSF1/HSP90AB1/HSPA8,3
GO:0098687,chromosomal region,8/93,350/19559,0.000263584,0.002946488,0.001892649,AURKA/CDK1/CKAP5/CLASP1/CSNK1A1/HSF1/PAFAH1B1/PSEN1,8
GO:0000779,"condensed chromosome, centromeric region",5/93,122/19559,0.000291635,0.003042722,0.001954464,AURKA/CKAP5/CLASP1/CSNK1A1/HSF1,5
GO:0005930,axoneme,5/93,122/19559,0.000291635,0.003042722,0.001954464,CCDC39/CCDC40/CCDC63/CCDC65/PRKACA,5
GO:0097014,ciliary plasm,5/93,124/19559,0.000314413,0.003174556,0.002039146,CCDC39/CCDC40/CCDC63/CCDC65/PRKACA,5
GO:0097431,mitotic spindle pole,3/93,30/19559,0.000384966,0.00376545,0.002418702,AURKA/CDK5RAP2/HSF1,3
GO:0016342,catenin complex,3/93,31/19559,0.000424749,0.003995612,0.002566544,CDH23/CDHR3/CTNNB1,3
GO:0072686,mitotic spindle,5/93,133/19559,0.000434028,0.003995612,0.002566544,AURKA/CDK1/CDK5RAP2/CLASP1/HSF1,5
GO:1990752,microtubule end,3/93,34/19559,0.000559648,0.00500485,0.003214819,CDK5RAP2/CKAP5/CLASP1,3
GO:0097546,ciliary base,3/93,36/19559,0.000663188,0.005766049,0.003703768,PRKACA/PRKACB/PRKACG,3
GO:0016235,aggresome,3/93,39/19559,0.00084016,0.007107297,0.004565306,HDAC6/PSEN1/SQSTM1,3
GO:0034774,secretory granule lumen,7/93,322/19559,0.000867561,0.007145964,0.004590143,HSP90AA1/APP/CEP290/EEF1A1/HRNR/HSP90AB1/HSPA8,7
GO:0060205,cytoplasmic vesicle lumen,7/93,326/19559,0.000932263,0.007482009,0.004805999,HSP90AA1/APP/CEP290/EEF1A1/HRNR/HSP90AB1/HSPA8,7
GO:0031983,vesicle lumen,7/93,328/19559,0.000966012,0.007495345,0.004814565,HSP90AA1/APP/CEP290/EEF1A1/HRNR/HSP90AB1/HSPA8,7
GO:0005952,cAMP-dependent protein kinase complex,2/93,10/19559,0.000981818,0.007495345,0.004814565,PRKACA/PRKACB,2
GO:0030117,membrane coat,4/93,94/19559,0.001053613,0.007669325,0.00492632,AP1G2/AP3B2/AP3M2/AP5B1,4
GO:0048475,coated membrane,4/93,94/19559,0.001053613,0.007669325,0.00492632,AP1G2/AP3B2/AP3M2/AP5B1,4
GO:0005776,autophagosome,4/93,97/19559,0.001184224,0.008320849,0.00534482,HAP1/HSPA8/HTT/SQSTM1,4
GO:0035253,ciliary rootlet,2/93,11/19559,0.001196288,0.008320849,0.00534482,APP/PSEN1,2
GO:0019897,extrinsic component of plasma membrane,5/93,172/19559,0.001381936,0.009403173,0.006040041,AKAP9/ANXA1/CDH23/CDHR3/CTNNB1,5
GO:1990909,Wnt signalosome,2/93,12/19559,0.001431107,0.009530563,0.006121868,CTNNB1/GSK3B,2
GO:0000777,condensed chromosome kinetochore,4/93,106/19559,0.001643651,0.010717976,0.006884592,CKAP5/CLASP1/CSNK1A1/HSF1,4
GO:0044292,dendrite terminus,2/93,13/19559,0.00168608,0.010770266,0.00691818,HSP90AA1/HSP90AB1,2
GO:0099523,presynaptic cytosol,2/93,14/19559,0.001961015,0.012275954,0.007885345,HSPA8/HTT,2
GO:0005770,late endosome,6/93,278/19559,0.002119411,0.013007363,0.008355158,ANXA8/HDAC6/HGS/HSPA8/HTT/SQSTM1,6
GO:0045120,pronucleus,2/93,16/19559,0.002570006,0.015469457,0.009936662,AURKA/HSF1,2
GO:0101002,ficolin-1-rich granule,4/93,124/19559,0.002909201,0.016862593,0.010831529,HSP90AA1/EEF1A1/HSP90AB1/HSPA8,4
GO:1904813,ficolin-1-rich granule lumen,4/93,124/19559,0.002909201,0.016862593,0.010831529,HSP90AA1/EEF1A1/HSP90AB1/HSPA8,4
GO:0016607,nuclear speck,7/93,401/19559,0.003019207,0.01718203,0.011036717,AR/CSNK1A1/HAUS6/HDAC5/HIF1A/HIPK1/PRKACA,7
GO:0099524,postsynaptic cytosol,2/93,18/19559,0.003256563,0.018201862,0.011691796,HSPA8/HTT,2
GO:0031252,cell leading edge,7/93,421/19559,0.003943028,0.020623071,0.013247037,APP/AVIL/CCDC88A/CTNNB1/EEF1A1/HDAC6/PAFAH1B1,7
GO:0042383,sarcolemma,4/93,135/19559,0.003944575,0.020623071,0.013247037,ANXA1/CCDC78/CLCN1/PSEN1,4
GO:0034361,very-low-density lipoprotein particle,2/93,20/19559,0.004019193,0.020623071,0.013247037,APOC1/APOO,2
GO:0034385,triglyceride-rich plasma lipoprotein particle,2/93,20/19559,0.004019193,0.020623071,0.013247037,APOC1/APOO,2
GO:0071682,endocytic vesicle lumen,2/93,20/19559,0.004019193,0.020623071,0.013247037,HSP90AA1/HSP90B1,2
GO:0000793,condensed chromosome,5/93,222/19559,0.004168275,0.021043065,0.013516817,AURKA/CKAP5/CLASP1/CSNK1A1/HSF1,5
GO:0005774,vacuolar membrane,7/93,427/19559,0.004258215,0.021155893,0.013589291,AP5B1/EEF1A1/EEF1A2/HSP90AB1/HSPA8/PSEN1/YWHAB,7
GO:0045171,intercellular bridge,3/93,71/19559,0.004709244,0.023031147,0.014793842,PRKACA/PRKACB/PRKACG,3
GO:0031594,neuromuscular junction,3/93,76/19559,0.005694405,0.027420748,0.017613462,APP/PRKACA/PSEN1,3
GO:0005881,cytoplasmic microtubule,3/93,78/19559,0.00612042,0.028763599,0.01847603,CLASP1/HDAC6/PAFAH1B1,3
GO:0030131,clathrin adaptor complex,2/93,25/19559,0.006248961,0.028763599,0.01847603,AP1G2/AP3M2,2
GO:0099522,region of cytosol,2/93,25/19559,0.006248961,0.028763599,0.01847603,HSPA8/HTT,2
GO:0034364,high-density lipoprotein particle,2/93,27/19559,0.007266371,0.032961944,0.021172797,APOC1/APOO,2
GO:0097730,non-motile cilium,4/93,167/19559,0.008307974,0.036825472,0.023654498,ANO2/CDHR1/CEP290/PRPH2,4
GO:0044295,axonal growth cone,2/93,29/19559,0.008353382,0.036825472,0.023654498,HSP90AA1/HSP90AB1,2
GO:0005765,lysosomal membrane,6/93,375/19559,0.008989999,0.038546159,0.024759766,AP5B1/EEF1A1/EEF1A2/HSP90AB1/HSPA8/PSEN1,6
GO:0098852,lytic vacuole membrane,6/93,375/19559,0.008989999,0.038546159,0.024759766,AP5B1/EEF1A1/EEF1A2/HSP90AB1/HSPA8/PSEN1,6
GO:0005769,early endosome,6/93,377/19559,0.009214153,0.038973376,0.025034185,ANXA1/APP/HAP1/HGS/HTT/PSEN1,6
GO:0043197,dendritic spine,4/93,175/19559,0.009751922,0.040698023,0.026141995,APP/EEF2K/HAP1/PRKACA,4
GO:0044309,neuron spine,4/93,177/19559,0.010136784,0.041747544,0.026816146,APP/EEF2K/HAP1/PRKACA,4
GO:0005790,smooth endoplasmic reticulum,2/93,34/19559,0.011366382,0.046203604,0.029678455,APP/PSEN1,2
GO:0008180,COP9 signalosome,2/93,36/19559,0.01268623,0.04859807,0.031216517,HSP90AB1/HSPA1L,2
GO:0034358,plasma lipoprotein particle,2/93,36/19559,0.01268623,0.04859807,0.031216517,APOC1/APOO,2
GO:0051233,spindle midzone,2/93,36/19559,0.01268623,0.04859807,0.031216517,APP/AURKA,2
GO:1990777,lipoprotein particle,2/93,36/19559,0.01268623,0.04859807,0.031216517,APOC1/APOO,2
GO:0016605,PML body,3/93,102/19559,0.012731763,0.04859807,0.031216517,HIPK1/HSF1/SQSTM1,3
GO:0030135,coated vesicle,5/93,298/19559,0.013891939,0.052387674,0.033650734,AP1G2/AP3B2/APP/CCDC88A/HSPA8,5
GO:0043198,dendritic shaft,2/93,38/19559,0.014069606,0.052426032,0.033675373,APP/PSEN1,2
GO:0032994,protein-lipid complex,2/93,39/19559,0.014784711,0.054442525,0.034970648,APOC1/APOO,2
GO:0005938,cell cortex,5/93,305/19559,0.015218337,0.055269318,0.035501731,CLASP1/CTNNB1/EEF1A1/PAFAH1B1/PSEN1,5
GO:0019898,extrinsic component of membrane,5/93,306/19559,0.01541451,0.055269318,0.035501731,AKAP9/ANXA1/CDH23/CDHR3/CTNNB1,5
GO:0030027,lamellipodium,4/93,201/19559,0.015538977,0.055269318,0.035501731,APP/AVIL/CCDC88A/CTNNB1,4
GO:0044853,plasma membrane raft,3/93,113/19559,0.016726902,0.058547418,0.037607388,CTNNB1/HDAC6/PRKACA,3
GO:0000791,euchromatin,2/93,42/19559,0.017021773,0.058547418,0.037607388,CTNNB1/HSF1,2
GO:0099738,cell cortex region,2/93,42/19559,0.017021773,0.058547418,0.037607388,CLASP1/CTNNB1,2
GO:0000307,cyclin-dependent protein kinase holoenzyme complex,2/93,43/19559,0.017797516,0.060550244,0.038893885,CDK1/CKS1B,2
GO:0097733,photoreceptor cell cilium,3/93,117/19559,0.018334416,0.061706154,0.039636372,CDHR1/CEP290/PRPH2,3
GO:0030665,clathrin-coated vesicle membrane,3/93,118/19559,0.018749271,0.062431084,0.040102025,AP1G2/AP3B2/HSPA8,3
GO:0001533,cornified envelope,2/93,45/19559,0.019393146,0.063895314,0.041042559,ANXA1/HRNR,2
GO:0030118,clathrin coat,2/93,46/19559,0.020212726,0.065840878,0.042292274,AP1G2/AP3M2,2
GO:0045121,membrane raft,5/93,329/19559,0.020404361,0.065840878,0.042292274,APP/CTNNB1/HDAC6/PRKACA/PSEN1,5
GO:0098857,membrane microdomain,5/93,330/19559,0.020642633,0.065930042,0.042349547,APP/CTNNB1/HDAC6/PRKACA/PSEN1,5
GO:0098858,actin-based cell projection,4/93,220/19559,0.020899829,0.066077237,0.042444097,APP/CDH23/CTNNB1/PAFAH1B1,4
GO:0034707,chloride channel complex,2/93,50/19559,0.023632593,0.073970015,0.04751395,ANO2/CLCN1,2
GO:0098589,membrane region,5/93,343/19559,0.023907488,0.074089541,0.047590726,APP/CTNNB1/HDAC6/PRKACA/PSEN1,5
GO:0031253,cell projection membrane,5/93,344/19559,0.024171663,0.074173828,0.047644867,CDHR1/CTNNB1/EEF1A1/HHIP/HSP90AB1,5
GO:0005871,kinesin complex,2/93,51/19559,0.024522197,0.074518911,0.047866527,PAFAH1B1/YWHAE,2
GO:0030286,dynein complex,2/93,53/19559,0.026341939,0.079279104,0.050924193,CCDC65/HDAC6,2
GO:0032420,stereocilium,2/93,54/19559,0.027271784,0.08129589,0.052219657,CDH23/PAFAH1B1,2
GO:0097731,9+0 non-motile cilium,3/93,139/19559,0.028664501,0.084641405,0.054368617,CDHR1/CEP290/PRPH2,3
GO:0032421,stereocilium bundle,2/93,59/19559,0.032115032,0.093943973,0.060344035,CDH23/PAFAH1B1,2
GO:0005771,multivesicular body,2/93,62/19559,0.035171144,0.101931187,0.065474547,HDAC6/HGS,2
GO:0097060,synaptic membrane,5/93,387/19559,0.037362953,0.107289947,0.068916697,AKAP9/ANXA1/CTNNB1/HSPA8/PSEN1,5
GO:0016328,lateral plasma membrane,2/93,65/19559,0.038335348,0.109081489,0.070067477,ANXA1/CTNNB1,2
GO:0098862,cluster of actin-based cell projections,3/93,159/19559,0.040230402,0.113442485,0.072868723,CDH23/HSP90AB1/PAFAH1B1,3
GO:0031901,early endosome membrane,3/93,161/19559,0.04149903,0.115974969,0.07449544,ANXA1/HGS/PSEN1,3
GO:0005912,adherens junction,3/93,166/19559,0.044758233,0.121429225,0.077998931,ANXA1/CDHR3/CTNNB1,3
GO:0016529,sarcoplasmic reticulum,2/93,71/19559,0.044973652,0.121429225,0.077998931,CCDC78/HSP90B1,2
GO:0030133,transport vesicle,5/93,410/19559,0.045938761,0.121429225,0.077998931,AP1G2/APP/CCDC88A/HAP1/PSEN1,5
GO:0005641,nuclear envelope lumen,1/93,10/19559,0.046554336,0.121429225,0.077998931,APP,1
GO:0005916,fascia adherens,1/93,10/19559,0.046554336,0.121429225,0.077998931,CTNNB1,1
GO:0031313,extrinsic component of endosome membrane,1/93,10/19559,0.046554336,0.121429225,0.077998931,ANXA1,1
GO:0034663,endoplasmic reticulum chaperone complex,1/93,10/19559,0.046554336,0.121429225,0.077998931,HSP90B1,1
GO:0044754,autolysosome,1/93,10/19559,0.046554336,0.121429225,0.077998931,SQSTM1,1
GO:0060170,ciliary membrane,2/93,74/19559,0.04844076,0.125305438,0.08048878,CDHR1/HHIP,2
GO:0005775,vacuolar lumen,3/93,173/19559,0.049529159,0.12591507,0.080880371,HSP90AA1/HRNR/HSPA8,3
GO:0048786,presynaptic active zone,2/93,76/19559,0.050804652,0.12591507,0.080880371,APP/CTNNB1,2
GO:0000235,astral microtubule,1/93,11/19559,0.05109014,0.12591507,0.080880371,PAFAH1B1,1
GO:0005818,aster,1/93,11/19559,0.05109014,0.12591507,0.080880371,PAFAH1B1,1
GO:0097470,ribbon synapse,1/93,11/19559,0.05109014,0.12591507,0.080880371,HSPA8,1
GO:1990907,beta-catenin-TCF complex,1/93,11/19559,0.05109014,0.12591507,0.080880371,CTNNB1,1
GO:0000118,histone deacetylase complex,2/93,77/19559,0.052001973,0.127161075,0.081680731,HDAC5/HDAC6,2
GO:0034702,ion channel complex,4/93,299/19559,0.054362317,0.129728371,0.08332981,AKAP9/ANO2/CLCN1/PRKACA,4
GO:0005798,Golgi-associated vesicle,3/93,181/19559,0.055273722,0.129728371,0.08332981,AP1G2/APP/CCDC88A,3
GO:0045177,apical part of cell,5/93,433/19559,0.055603534,0.129728371,0.08332981,ANXA1/APP/CTNNB1/HSP90AB1/PSEN1,5
GO:0060198,clathrin-sculpted vesicle,1/93,12/19559,0.055604598,0.129728371,0.08332981,HSPA8,1
GO:0072687,meiotic spindle,1/93,12/19559,0.055604598,0.129728371,0.08332981,AURKA,1
GO:0016528,sarcoplasm,2/93,80/19559,0.055653983,0.129728371,0.08332981,CCDC78/HSP90B1,2
GO:0030496,midbody,3/93,182/19559,0.056013364,0.129728371,0.08332981,AURKA/CDK1/HSP90B1,3
GO:0030662,coated vesicle membrane,3/93,183/19559,0.056757751,0.129728371,0.08332981,AP1G2/AP3B2/HSPA8,3
GO:0005901,caveola,2/93,82/19559,0.0581375,0.129728371,0.08332981,CTNNB1/HDAC6,2
GO:0000974,Prp19 complex,1/93,13/19559,0.060097808,0.129728371,0.08332981,HSPA8,1
GO:0001401,SAM complex,1/93,13/19559,0.060097808,0.129728371,0.08332981,APOO,1
GO:0030130,clathrin coat of trans-Golgi network vesicle,1/93,13/19559,0.060097808,0.129728371,0.08332981,AP1G2,1
GO:0032585,multivesicular body membrane,1/93,13/19559,0.060097808,0.129728371,0.08332981,HGS,1
GO:0034362,low-density lipoprotein particle,1/93,13/19559,0.060097808,0.129728371,0.08332981,APOO,1
GO:0036038,MKS complex,1/93,13/19559,0.060097808,0.129728371,0.08332981,CEP290,1
GO:0042627,chylomicron,1/93,13/19559,0.060097808,0.129728371,0.08332981,APOC1,1
GO:0099243,extrinsic component of synaptic membrane,1/93,13/19559,0.060097808,0.129728371,0.08332981,AKAP9,1
GO:0005791,rough endoplasmic reticulum,2/93,84/19559,0.060658991,0.130042906,0.083531848,APP/PSEN1,2
GO:0061827,sperm head,1/93,14/19559,0.064569869,0.137485503,0.088312531,HSP90AB1,1
GO:0030136,clathrin-coated vesicle,3/93,194/19559,0.065254679,0.138004829,0.088646115,AP1G2/AP3B2/HSPA8,3
GO:0001750,photoreceptor outer segment,2/93,89/19559,0.067122817,0.140052715,0.089961556,CDHR1/PRPH2,2
GO:1902554,serine/threonine protein kinase complex,2/93,89/19559,0.067122817,0.140052715,0.089961556,CDK1/CKS1B,2
GO:1902495,transmembrane transporter complex,4/93,322/19559,0.067565367,0.140052715,0.089961556,AKAP9/ANO2/CLCN1/PRKACA,4
GO:0012510,trans-Golgi network transport vesicle membrane,1/93,15/19559,0.069020879,0.140282696,0.090109282,AP1G2,1
GO:0031616,spindle pole centrosome,1/93,15/19559,0.069020879,0.140282696,0.090109282,AURKA,1
GO:0098831,presynaptic active zone cytoplasmic component,1/93,15/19559,0.069020879,0.140282696,0.090109282,CTNNB1,1
GO:1990351,transporter complex,4/93,330/19559,0.072515805,0.146435142,0.094061248,AKAP9/ANO2/CLCN1/PRKACA,4
GO:0005767,secondary lysosome,1/93,16/19559,0.073450938,0.147372714,0.094663489,SQSTM1,1
GO:0008021,synaptic vesicle,3/93,205/19559,0.074302107,0.148130951,0.095150535,APP/HAP1/PSEN1,3
GO:0034451,centriolar satellite,2/93,95/19559,0.075165296,0.148903403,0.095646713,CEP290/HAUS6,2
GO:0030017,sarcomere,3/93,207/19559,0.076004418,0.149618759,0.096106215,CTNNB1/PSEN1/SQSTM1,3
GO:0043202,lysosomal lumen,2/93,96/19559,0.076534504,0.149720624,0.096171647,HSP90AA1/HSPA8,2
GO:0042622,photoreceptor outer segment membrane,1/93,17/19559,0.077860141,0.150433482,0.096629545,CDHR1,1
GO:0099092,"postsynaptic density, intracellular component",1/93,17/19559,0.077860141,0.150433482,0.096629545,CTNNB1,1
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,1/93,18/19559,0.082248587,0.15793747,0.101449661,CSNK1A1,1
GO:0005911,cell-cell junction,5/93,493/19559,0.085953162,0.162340864,0.10427814,AKT1/ANXA1/APP/CDHR3/CTNNB1,5
GO:0030992,intraciliary transport particle B,1/93,19/19559,0.086616371,0.162340864,0.10427814,HSPB11,1
GO:0043073,germ cell nucleus,1/93,19/19559,0.086616371,0.162340864,0.10427814,AURKA,1
GO:0097449,astrocyte projection,1/93,19/19559,0.086616371,0.162340864,0.10427814,APP,1
GO:1902911,protein kinase complex,2/93,104/19559,0.087765456,0.163515403,0.105032594,CDK1/CKS1B,2
GO:0070382,exocytic vesicle,3/93,223/19559,0.090231803,0.166500609,0.106950114,APP/HAP1/PSEN1,3
GO:0030863,cortical cytoskeleton,2/93,106/19559,0.090646492,0.166500609,0.106950114,CLASP1/EEF1A1,2
GO:0005858,axonemal dynein complex,1/93,20/19559,0.090963591,0.166500609,0.106950114,CCDC65,1
GO:0098978,glutamatergic synapse,4/93,361/19559,0.09338474,0.168956206,0.108527443,AKAP9/GSK3B/HSPA8/YWHAE,4
GO:0099572,postsynaptic specialization,4/93,361/19559,0.09338474,0.168956206,0.108527443,AKAP9/CTNNB1/EEF2K/HSPA8,4
GO:0030016,myofibril,3/93,227/19559,0.093952043,0.169005686,0.108559227,CTNNB1/PSEN1/SQSTM1,3
GO:0000242,pericentriolar material,1/93,21/19559,0.095290342,0.169465211,0.108854398,CDK5RAP2,1
GO:0099091,"postsynaptic specialization, intracellular component",1/93,21/19559,0.095290342,0.169465211,0.108854398,CTNNB1,1
GO:0005849,mRNA cleavage factor complex,1/93,22/19559,0.09959672,0.175133557,0.112495408,CSNK1A1,1
GO:0042629,mast cell granule,1/93,22/19559,0.09959672,0.175133557,0.112495408,ANXA1,1
GO:0036126,sperm flagellum,2/93,115/19559,0.103943327,0.181718081,0.116724915,PRKACA/SQSTM1,2
GO:0043292,contractile fiber,3/93,238/19559,0.104502411,0.181718081,0.116724915,CTNNB1/PSEN1/SQSTM1,3
GO:0098799,outer mitochondrial membrane protein complex,1/93,24/19559,0.108148732,0.185556876,0.119190729,APOO,1
GO:0005884,actin filament,2/93,118/19559,0.108488525,0.185556876,0.119190729,ANXA1/AVIL,2
GO:0099634,postsynaptic specialization membrane,2/93,118/19559,0.108488525,0.185556876,0.119190729,AKAP9/HSPA8,2
GO:0097729,9+2 motile cilium,2/93,120/19559,0.111547904,0.189752684,0.121885868,PRKACA/SQSTM1,2
GO:0016323,basolateral plasma membrane,3/93,246/19559,0.112457724,0.190266311,0.122215791,ANXA1/CTNNB1/HSP90AB1,3
GO:0031528,microvillus membrane,1/93,26/19559,0.116620383,0.196248279,0.126058252,CTNNB1,1
GO:0001891,phagocytic cup,1/93,27/19559,0.120826306,0.200098592,0.128531465,ANXA1,1
GO:0030990,intraciliary transport particle,1/93,27/19559,0.120826306,0.200098592,0.128531465,HSPB11,1
GO:0036452,ESCRT complex,1/93,27/19559,0.120826306,0.200098592,0.128531465,HGS,1
GO:0030018,Z disc,2/93,128/19559,0.124004323,0.203796288,0.130906645,CTNNB1/PSEN1,2
GO:0005640,nuclear outer membrane,1/93,28/19559,0.125012419,0.203796288,0.130906645,PSEN1,1
GO:0030137,COPI-coated vesicle,1/93,28/19559,0.125012419,0.203796288,0.130906645,CCDC88A,1
GO:0030125,clathrin vesicle coat,1/93,29/19559,0.129178813,0.208417364,0.13387495,AP1G2,1
GO:0097225,sperm midpiece,1/93,29/19559,0.129178813,0.208417364,0.13387495,SQSTM1,1
GO:0000407,phagophore assembly site,1/93,32/19559,0.141560602,0.224916083,0.144472749,SQSTM1,1
GO:0000780,"condensed nuclear chromosome, centromeric region",1/93,32/19559,0.141560602,0.224916083,0.144472749,AURKA,1
GO:0030140,trans-Golgi network transport vesicle,1/93,32/19559,0.141560602,0.224916083,0.144472749,AP1G2,1
GO:0031674,I band,2/93,140/19559,0.143272788,0.225348656,0.144750608,CTNNB1/PSEN1,2
GO:0031902,late endosome membrane,2/93,140/19559,0.143272788,0.225348656,0.144750608,ANXA8/HGS,2
GO:0062023,collagen-containing extracellular matrix,4/93,427/19559,0.14597622,0.228452784,0.146744516,ANXA1/ANXA8/HRNR/HSP90B1,4
GO:0045211,postsynaptic membrane,3/93,280/19559,0.148648183,0.2308463,0.148281969,AKAP9/CTNNB1/HSPA8,3
GO:0005719,nuclear euchromatin,1/93,34/19559,0.149718208,0.2308463,0.148281969,CTNNB1,1
GO:0097386,glial cell projection,1/93,34/19559,0.149718208,0.2308463,0.148281969,APP,1
GO:0031904,endosome lumen,1/93,35/19559,0.153768205,0.235928668,0.15154658,APP,1
GO:0072562,blood microparticle,2/93,148/19559,0.156449406,0.238871532,0.153436901,HSPA1L/HSPA8,2
GO:0098576,lumenal side of membrane,1/93,36/19559,0.157799119,0.239762739,0.15400936,HSPA8,1
GO:0005766,primary lysosome,2/93,155/19559,0.168161809,0.253051183,0.162545068,HRNR/PSEN1,2
GO:0042582,azurophil granule,2/93,155/19559,0.168161809,0.253051183,0.162545068,HRNR/PSEN1,2
GO:0042734,presynaptic membrane,2/93,156/19559,0.169847478,0.253153622,0.162610869,CTNNB1/PSEN1,2
GO:0043204,perikaryon,2/93,156/19559,0.169847478,0.253153622,0.162610869,APP/HDAC6,2
GO:0032391,photoreceptor connecting cilium,1/93,40/19559,0.173733704,0.257718718,0.165543215,CEP290,1
GO:0090575,RNA polymerase II transcription regulator complex,2/93,161/19559,0.178318312,0.263271848,0.169110217,CTNNB1/HIF1A,2
GO:0097542,ciliary tip,1/93,46/19559,0.197077993,0.289602872,0.186023704,HSPB11,1
GO:0043209,myelin sheath,1/93,47/19559,0.200904762,0.293846684,0.188749678,HSP90AA1,1
