term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007051,spindle organization,13/108,183/18866,4.04653E-11,7.60478E-09,5.50044E-09,AURKA/CEP120/CKAP5/CLASP1/CSNK1D/HAUS5/HAUS6/HAUS7/HAUS8/TUBB/TUBG1/TUBGCP2/TUBGCP3,13
GO:0007098,centrosome cycle,11/108,125/18866,1.38578E-10,2.44158E-08,1.76596E-08,AURKA/CDK1/CDK5RAP2/CEP120/CKAP5/CTNNB1/HAUS5/HAUS6/HAUS7/HAUS8/TUBE1,11
GO:0007020,microtubule nucleation,7/108,29/18866,2.32796E-10,3.8603E-08,2.79211E-08,AKAP9/CKAP5/CLASP1/CSNK1D/TUBG1/TUBGCP2/TUBGCP3,7
GO:0018105,peptidyl-serine phosphorylation,15/108,310/18866,2.71602E-10,4.25358E-08,3.07656E-08,HSP90AB1/AKAP9/AKT1/APP/AURKA/CDK1/CSNK1A1/CSNK1D/CSNK1E/CSNK1G1/GSK3B/HDAC6/HIPK1/HSP90AA1/PRKACA,15
GO:0046785,microtubule polymerization,9/108,77/18866,5.49077E-10,8.14656E-08,5.89231E-08,AKAP9/CDK5RAP2/CKAP5/CLASP1/CSNK1D/TUBB4A/TUBG1/TUBGCP2/TUBGCP3,9
GO:0018209,peptidyl-serine modification,15/108,333/18866,7.30992E-10,1.03033E-07,7.45228E-08,HSP90AB1/AKAP9/AKT1/APP/AURKA/CDK1/CSNK1A1/CSNK1D/CSNK1E/CSNK1G1/GSK3B/HDAC6/HIPK1/HSP90AA1/PRKACA,15
GO:0070507,regulation of microtubule cytoskeleton organization,12/108,190/18866,9.22483E-10,1.23832E-07,8.95664E-08,AKAP9/AURKA/CDK2AP2/CDK5RAP2/CEP120/CKAP5/CLASP1/CTNNB1/GSK3B/HDAC6/PAFAH1B1/TUBB4A,12
GO:0010821,regulation of mitochondrion organization,12/108,191/18866,9.79683E-10,1.25533E-07,9.07964E-08,AKT1/GSK3B/HDAC6/HIF1A/HIGD1A/HSPA1L/HTT/SQSTM1/YWHAB/YWHAE/YWHAG/YWHAQ,12
GO:0051225,spindle assembly,10/108,115/18866,1.11765E-09,1.36985E-07,9.90792E-08,AURKA/CLASP1/CSNK1D/HAUS5/HAUS6/HAUS7/HAUS8/TUBB/TUBGCP2/TUBGCP3,10
GO:0031109,microtubule polymerization or depolymerization,10/108,117/18866,1.32477E-09,1.55606E-07,1.12548E-07,AKAP9/CDK5RAP2/CKAP5/CLASP1/CSNK1D/HDAC6/TUBB4A/TUBG1/TUBGCP2/TUBGCP3,10
GO:0007018,microtubule-based movement,15/108,368/18866,2.86541E-09,3.23104E-07,2.33697E-07,AP3B2/AP3M2/APP/CCDC39/CCDC40/CCDC63/CCDC65/HAP1/HDAC6/HIF1A/HSPA8/HSPB11/HTT/PAFAH1B1/ZBBX,15
GO:0090316,positive regulation of intracellular protein transport,11/108,182/18866,7.6218E-09,8.26379E-07,5.97709E-07,HSP90AB1/CDK1/CEP290/GSK3B/HSPA1L/PRKACA/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,11
GO:1903829,positive regulation of cellular protein localization,14/108,338/18866,8.22095E-09,8.58328E-07,6.20818E-07,HSP90AB1/AKT1/CCDC88A/CDK1/CEP290/GSK3B/HSPA1L/PRKACA/PSEN1/SQSTM1/YWHAB/YWHAE/YWHAG/YWHAQ,14
GO:0099111,microtubule-based transport,11/108,190/18866,1.19356E-08,1.20166E-06,8.69143E-07,AP3B2/AP3M2/APP/CCDC39/CCDC40/HAP1/HIF1A/HSPA8/HSPB11/HTT/PAFAH1B1,11
GO:0010822,positive regulation of mitochondrion organization,9/108,119/18866,2.69831E-08,2.62295E-06,1.89714E-06,GSK3B/HDAC6/HIF1A/HSPA1L/HTT/YWHAB/YWHAE/YWHAG/YWHAQ,9
GO:0043393,regulation of protein binding,11/108,211/18866,3.52703E-08,3.31423E-06,2.39714E-06,HSP90AB1/AKT1/APP/AURKA/CSNK1E/CTNNBIP1/GSK3B/HDAC5/HSF1/PRKACA/PSEN1,11
GO:0032388,positive regulation of intracellular transport,11/108,222/18866,5.93389E-08,5.39601E-06,3.90287E-06,HSP90AB1/CDK1/CEP290/GSK3B/HSPA1L/PRKACA/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,11
GO:0031122,cytoplasmic microtubule organization,7/108,63/18866,7.03544E-08,6.19778E-06,4.48278E-06,CCDC88A/CEP120/CLASP1/PAFAH1B1/TUBG1/TUBGCP2/TUBGCP3,7
GO:0008088,axo-dendritic transport,7/108,70/18866,1.47515E-07,1.26014E-05,9.11442E-06,AP3B2/AP3M2/APP/HAP1/HIF1A/HSPA8/PAFAH1B1,7
GO:0051098,regulation of binding,13/108,367/18866,1.79857E-07,1.49123E-05,1.07859E-05,HSP90AB1/AKT1/APP/AURKA/CSNK1A1/CSNK1E/CTNNB1/CTNNBIP1/GSK3B/HDAC5/HSF1/PRKACA/PSEN1,13
GO:1904951,positive regulation of establishment of protein localization,13/108,370/18866,1.97469E-07,1.59047E-05,1.15037E-05,HSP90AB1/CDK1/CEP120/CEP290/GSK3B/HIF1A/HSPA1L/PRKACA/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,13
GO:0033157,regulation of intracellular protein transport,11/108,264/18866,3.40609E-07,2.60544E-05,1.88448E-05,HSP90AB1/CDK1/CEP290/GSK3B/HSPA1L/PRKACA/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,11
GO:1900034,regulation of cellular response to heat,7/108,79/18866,3.4197E-07,2.60544E-05,1.88448E-05,HSP90AB1/GSK3B/HSF1/HSP90AA1/HSPA1L/HSPA8/YWHAE,7
GO:0031331,positive regulation of cellular catabolic process,13/108,390/18866,3.6012E-07,2.63654E-05,1.90698E-05,AKT1/APP/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/HDAC6/HIF1A/HSF1/HSP90AA1/HTT/PSEN1,13
GO:0010970,transport along microtubule,9/108,161/18866,3.64758E-07,2.63654E-05,1.90698E-05,AP3B2/AP3M2/APP/HAP1/HIF1A/HSPA8/HSPB11/HTT/PAFAH1B1,9
GO:0042176,regulation of protein catabolic process,13/108,397/18866,4.40626E-07,3.10531E-05,2.24603E-05,HSP90AB1/AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/EEF1A1/EEF1A2/GSK3B/HGS/HSP90AA1/PRKACA/PSEN1,13
GO:0009408,response to heat,9/108,166/18866,4.72384E-07,3.24793E-05,2.34919E-05,HSP90AB1/AKT1/GSK3B/HSF1/HSP90AA1/HSPA1L/HSPA8/PRKACA/YWHAE,9
GO:0034605,cellular response to heat,8/108,125/18866,5.99637E-07,4.02471E-05,2.91102E-05,HSP90AB1/GSK3B/HSF1/HSP90AA1/HSPA1L/HSPA8/PRKACA/YWHAE,8
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,7/108,87/18866,6.63984E-07,4.35296E-05,3.14844E-05,AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PSEN1,7
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,8/108,131/18866,8.57288E-07,5.49249E-05,3.97265E-05,HSP90AB1/AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PSEN1,8
GO:0051222,positive regulation of protein transport,12/108,354/18866,8.76893E-07,5.49325E-05,3.9732E-05,HSP90AB1/CDK1/CEP290/GSK3B/HIF1A/HSPA1L/PRKACA/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,12
GO:0009266,response to temperature stimulus,10/108,233/18866,9.15629E-07,5.61121E-05,4.05852E-05,HSP90AB1/AKT1/ANO3/GSK3B/HSF1/HSP90AA1/HSPA1L/HSPA8/PRKACA/YWHAE,10
GO:0032386,regulation of intracellular transport,12/108,358/18866,9.86723E-07,5.91824E-05,4.28059E-05,HSP90AB1/CDK1/CEP290/GSK3B/HAP1/HSPA1L/PRKACA/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,12
GO:0051258,protein polymerization,11/108,300/18866,1.20208E-06,7.05974E-05,5.10622E-05,AKAP9/AVIL/CDK5RAP2/CKAP5/CLASP1/CSNK1D/HSP90AA1/TUBB4A/TUBG1/TUBGCP2/TUBGCP3,11
GO:1901030,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,5/108,35/18866,1.58564E-06,9.12231E-05,6.59805E-05,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0061136,regulation of proteasomal protein catabolic process,9/108,193/18866,1.66512E-06,9.38793E-05,6.79017E-05,HSP90AB1/AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PRKACA/PSEN1,9
GO:0061684,chaperone-mediated autophagy,4/108,16/18866,1.75296E-06,9.6894E-05,7.00822E-05,EEF1A1/EEF1A2/HSP90AA1/HSPA8,4
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,7/108,102/18866,1.95602E-06,0.000104984,7.59334E-05,AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PSEN1,7
GO:0009896,positive regulation of catabolic process,13/108,454/18866,1.9738E-06,0.000104984,7.59334E-05,AKT1/APP/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/HDAC6/HIF1A/HSF1/HSP90AA1/HTT/PSEN1,13
GO:0007389,pattern specification process,13/108,455/18866,2.02225E-06,0.000105569,7.63568E-05,AR/AURKA/CCDC39/CCDC40/CTNNB1/CTNNBIP1/HHIP/HIF1A/HIPK1/HSPB11/PRKACA/PRKACB/PSEN1,13
GO:0046824,positive regulation of nucleocytoplasmic transport,6/108,66/18866,2.10339E-06,0.000106207,7.68184E-05,HSP90AB1/CDK1/GSK3B/PRKACA/PSEN1/YWHAE,6
GO:0071542,dopaminergic neuron differentiation,5/108,37/18866,2.10983E-06,0.000106207,7.68184E-05,CSNK1D/CSNK1E/CTNNB1/GSK3B/HIF1A,5
GO:1903364,positive regulation of cellular protein catabolic process,8/108,149/18866,2.26579E-06,0.000112057,8.10495E-05,AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/HSP90AA1/PSEN1,8
GO:1903362,regulation of cellular protein catabolic process,10/108,260/18866,2.46171E-06,0.000119647,8.65395E-05,HSP90AB1/AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/HSP90AA1/PRKACA/PSEN1,10
GO:0010256,endomembrane system organization,13/108,468/18866,2.75585E-06,0.000131674,9.52379E-05,AKAP9/AKT1/ANO3/ANXA8/AR/CDK1/CLASP1/CSNK1A1/CSNK1D/HGS/HTT/PAFAH1B1/SQSTM1,13
GO:0034199,activation of protein kinase A activity,4/108,18/18866,2.92139E-06,0.000137032,9.91133E-05,PRKACA/PRKACB/PRKACG/PRKAR1A,4
GO:1901653,cellular response to peptide,12/108,398/18866,2.96521E-06,0.000137032,9.91133E-05,AKT1/APP/EEF2K/GSK3B/HDAC5/HSF1/PRKACA/PRKACB/PRKACG/PRKAR1A/PSEN1/YWHAG,12
GO:0060562,epithelial tube morphogenesis,11/108,331/18866,3.11509E-06,0.000141636,0.000102444,AR/CCDC39/CCDC40/CEP290/CTNNB1/CTNNBIP1/HHIP/HIF1A/PRKACA/PRKACB/PSEN1,11
GO:1901800,positive regulation of proteasomal protein catabolic process,7/108,110/18866,3.24665E-06,0.000145275,0.000105075,AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PSEN1,7
GO:0051650,establishment of vesicle localization,9/108,212/18866,3.60472E-06,0.000158777,0.000114841,AP3B2/AP3M2/CLASP1/CSNK1D/CTNNB1/HAP1/HTT/PAFAH1B1/PSEN1,9
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,8/108,159/18866,3.67909E-06,0.000159559,0.000115407,HSP90AB1/AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PSEN1,8
GO:2001233,regulation of apoptotic signaling pathway,12/108,413/18866,4.33144E-06,0.000185005,0.000133812,AKT1/AR/CTNNB1/GSK3B/HIF1A/HIGD1A/HTT/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,12
GO:0021987,cerebral cortex development,7/108,118/18866,5.18132E-06,0.000218002,0.000157678,CEP120/CTNNB1/GSK3B/HIF1A/PAFAH1B1/PSEN1/YWHAE,7
GO:0051204,protein insertion into mitochondrial membrane,5/108,45/18866,5.70231E-06,0.000232968,0.000168503,HSP90AA1/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,5/108,45/18866,5.70231E-06,0.000232968,0.000168503,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,9/108,225/18866,5.84994E-06,0.000235585,0.000170396,HSP90AB1/AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PRKACA/PSEN1,9
GO:0031016,pancreas development,6/108,79/18866,6.05899E-06,0.000240568,0.000173999,AKT1/ANXA1/CCDC39/CCDC40/CTNNB1/GSK3B,6
GO:0051648,vesicle localization,9/108,229/18866,6.74612E-06,0.000264106,0.000191025,AP3B2/AP3M2/CLASP1/CSNK1D/CTNNB1/HAP1/HTT/PAFAH1B1/PSEN1,9
GO:0051656,establishment of organelle localization,12/108,432/18866,6.83922E-06,0.000264106,0.000191025,AP3B2/AP3M2/CDK5RAP2/CEP120/CLASP1/CSNK1D/CTNNB1/HAP1/HIF1A/HTT/PAFAH1B1/PSEN1,12
GO:0008637,apoptotic mitochondrial changes,7/108,125/18866,7.584E-06,0.00028891,0.000208965,AKT1/GSK3B/HIGD1A/YWHAB/YWHAE/YWHAG/YWHAQ,7
GO:0060632,regulation of microtubule-based movement,5/108,48/18866,7.88361E-06,0.000296319,0.000214324,CCDC39/CCDC40/CCDC65/HAP1/HDAC6,5
GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process,7/108,127/18866,8.41938E-06,0.000312293,0.000225877,AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/PSEN1,7
GO:0047496,vesicle transport along microtubule,5/108,49/18866,8.73967E-06,0.000315861,0.000228458,AP3B2/AP3M2/HAP1/HTT/PAFAH1B1,5
GO:0090151,establishment of protein localization to mitochondrial membrane,5/108,49/18866,8.73967E-06,0.000315861,0.000228458,HSP90AA1/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0031110,regulation of microtubule polymerization or depolymerization,6/108,85/18866,9.27233E-06,0.000326734,0.000236322,AKAP9/CDK5RAP2/CKAP5/CLASP1/HDAC6/TUBB4A,6
GO:0072384,organelle transport along microtubule,6/108,85/18866,9.27233E-06,0.000326734,0.000236322,AP3B2/AP3M2/HAP1/HIF1A/HTT/PAFAH1B1,6
GO:1902903,regulation of supramolecular fiber organization,11/108,373/18866,9.68066E-06,0.000336911,0.000243684,AKAP9/APP/AVIL/CCDC88A/CDK5RAP2/CKAP5/CLASP1/HDAC6/HSPA8/PSEN1/TUBB4A,11
GO:0045724,positive regulation of cilium assembly,4/108,24/18866,9.87973E-06,0.000339646,0.000245662,CCDC88A/CEP120/HAP1/HTT,4
GO:0043254,regulation of protein-containing complex assembly,12/108,449/18866,1.00853E-05,0.000342536,0.000247752,AKAP9/AVIL/CDK5RAP2/CKAP5/CLASP1/CTNNBIP1/GSK3B/HDAC6/HSF1/HSP90AA1/HSPA8/TUBB4A,12
GO:0031113,regulation of microtubule polymerization,5/108,51/18866,1.06689E-05,0.000358042,0.000258968,AKAP9/CDK5RAP2/CKAP5/CLASP1/TUBB4A,5
GO:0045995,regulation of embryonic development,7/108,134/18866,1.19687E-05,0.000396938,0.0002871,AR/CDK1/CLASP1/CTNNB1/PAFAH1B1/PRKACA/PRKACB,7
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,6/108,90/18866,1.28983E-05,0.000422793,0.000305801,AKT1/APP/CCDC88A/HAP1/HGS/PSEN1,6
GO:0071377,cellular response to glucagon stimulus,4/108,26/18866,1.37781E-05,0.000436408,0.000315649,PRKACA/PRKACB/PRKACG/PRKAR1A,4
GO:1900739,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,4/108,26/18866,1.37781E-05,0.000436408,0.000315649,YWHAB/YWHAE/YWHAG/YWHAQ,4
GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,4/108,26/18866,1.37781E-05,0.000436408,0.000315649,YWHAB/YWHAE/YWHAG/YWHAQ,4
GO:0106027,neuron projection organization,6/108,92/18866,1.46361E-05,0.000458436,0.000331581,APP/EEF2K/GSK3B/HDAC6/PAFAH1B1/PSEN1,6
GO:0097345,mitochondrial outer membrane permeabilization,5/108,55/18866,1.55153E-05,0.000480632,0.000347635,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0072655,establishment of protein localization to mitochondrion,7/108,140/18866,1.59233E-05,0.000487912,0.0003529,AKT1/HSP90AA1/HSPA1L/YWHAB/YWHAE/YWHAG/YWHAQ,7
GO:0030010,establishment of cell polarity,7/108,141/18866,1.6677E-05,0.00050551,0.000365629,HSP90AB1/CDK5RAP2/CLASP1/GSK3B/HSP90AA1/HTT/PAFAH1B1,7
GO:0045787,positive regulation of cell cycle,11/108,396/18866,1.69099E-05,0.000507117,0.000366792,HSP90AB1/AKT1/ANXA1/APP/AURKA/CDK1/CEP120/CKS1B/HSF1/PAFAH1B1/PRKACA,11
GO:0007006,mitochondrial membrane organization,7/108,142/18866,1.74599E-05,0.000518099,0.000374734,APOO/GSK3B/HSP90AA1/YWHAB/YWHAE/YWHAG/YWHAQ,7
GO:0070585,protein localization to mitochondrion,7/108,144/18866,1.91169E-05,0.000555574,0.00040184,AKT1/HSP90AA1/HSPA1L/YWHAB/YWHAE/YWHAG/YWHAQ,7
GO:1902850,microtubule cytoskeleton organization involved in mitosis,7/108,144/18866,1.91169E-05,0.000555574,0.00040184,AURKA/CDK5RAP2/CKAP5/CLASP1/HTT/PAFAH1B1/TUBG1,7
GO:1901184,regulation of ERBB signaling pathway,6/108,97/18866,1.98192E-05,0.000562676,0.000406977,AKT1/APP/CCDC88A/HAP1/HGS/PSEN1,6
GO:0071375,cellular response to peptide hormone stimulus,10/108,330/18866,1.98977E-05,0.000562676,0.000406977,AKT1/EEF2K/GSK3B/HDAC5/HSF1/PRKACA/PRKACB/PRKACG/PRKAR1A/YWHAG,10
GO:0038127,ERBB signaling pathway,7/108,145/18866,1.99929E-05,0.000562676,0.000406977,AKT1/APP/CCDC88A/HAP1/HGS/HSP90AA1/PSEN1,7
GO:1903749,positive regulation of establishment of protein localization to mitochondrion,5/108,58/18866,2.01597E-05,0.000562676,0.000406977,HSPA1L/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0010498,proteasomal protein catabolic process,12/108,483/18866,2.08256E-05,0.000575562,0.000416297,HSP90AB1/AKT1/AURKA/CDK1/CSNK1A1/CSNK1D/CSNK1E/CTNNB1/GSK3B/HSP90B1/PRKACA/PSEN1,12
GO:1904338,regulation of dopaminergic neuron differentiation,3/108,10/18866,2.12625E-05,0.000581933,0.000420905,CSNK1D/CSNK1E/GSK3B,3
GO:0098930,axonal transport,5/108,59/18866,2.19266E-05,0.000594338,0.000429877,AP3B2/AP3M2/HAP1/HIF1A/PAFAH1B1,5
GO:0035966,response to topologically incorrect protein,8/108,205/18866,2.35578E-05,0.00063247,0.000457458,HSP90AB1/HDAC6/HSF1/HSP90AA1/HSP90B1/HSPA1L/HSPA4L/HSPA8,8
GO:0001844,protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,4/108,30/18866,2.48155E-05,0.000651311,0.000471085,YWHAB/YWHAE/YWHAG/YWHAQ,4
GO:0031116,positive regulation of microtubule polymerization,4/108,30/18866,2.48155E-05,0.000651311,0.000471085,AKAP9/CDK5RAP2/CKAP5/CLASP1,4
GO:0001578,microtubule bundle formation,6/108,101/18866,2.49527E-05,0.000651311,0.000471085,CCDC39/CCDC40/CCDC63/CCDC65/CDK5RAP2/CLASP1,6
GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,5/108,61/18866,2.58202E-05,0.000667772,0.000482991,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0034377,plasma lipoprotein particle assembly,4/108,31/18866,2.83666E-05,0.00072696,0.000525801,APOC1/PRKACA/PRKACB/PRKACG,4
GO:1901215,negative regulation of neuron death,8/108,212/18866,2.9956E-05,0.000760775,0.000550259,HSP90AB1/AKT1/CLCF1/CTNNB1/GSK3B/HIF1A/HSF1/PSEN1,8
GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death,5/108,63/18866,3.02306E-05,0.000760894,0.000550345,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,11/108,424/18866,3.16853E-05,0.000790451,0.000571723,HSP90AB1/AKT1/AURKA/CDK1/CSNK1A1/CSNK1D/CSNK1E/CTNNB1/GSK3B/HSP90B1/PSEN1,11
GO:0051651,maintenance of location in cell,8/108,216/18866,3.42245E-05,0.000846306,0.000612122,AKAP9/AKT1/CCDC88A/HAP1/HSP90B1/HTT/PAFAH1B1/PRKACA,8
GO:0035794,positive regulation of mitochondrial membrane permeability,5/108,65/18866,3.52043E-05,0.000855526,0.000618791,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0051205,protein insertion into membrane,5/108,65/18866,3.52043E-05,0.000855526,0.000618791,HSP90AA1/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0070286,axonemal dynein complex assembly,4/108,33/18866,3.65672E-05,0.00088105,0.000637252,CCDC39/CCDC40/CCDC63/CCDC65,4
